TIME,VHM0,VHM0_QC,VAVH,VAVH_QC,VH110,VH110_QC,VZMX,VZMX_QC,VTM02,VTM02_QC,VTPK,VTPK_QC,VTZA,VTZA_QC,VPED,VPED_QC,VMDR,VMDR_QC,UNDX,UNDX_QC,LATITUDE_QC,LONGITUDE_QC,DEPTH_QC
2018-04-05 10:14:01,0.68,1.0,0.65,1.0,0.82,1.0,0.93,1.0,4.1,1.0,5.25,1.0,4.13,1.0,177.04,1.0,176.35,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:15:01,0.68,1.0,0.65,1.0,0.82,1.0,0.93,1.0,4.1,1.0,5.25,1.0,4.13,1.0,177.04,1.0,176.35,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:16:01,0.68,1.0,0.65,1.0,0.82,1.0,0.93,1.0,4.1,1.0,5.25,1.0,4.13,1.0,177.04,1.0,176.35,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:17:01,0.68,1.0,0.65,1.0,0.82,1.0,0.93,1.0,4.1,1.0,5.25,1.0,4.13,1.0,177.04,1.0,176.35,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:18:01,0.68,3.0,0.65,3.0,0.82,3.0,0.93,3.0,4.1,3.0,5.25,3.0,4.13,3.0,177.04,3.0,176.35,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:19:01,0.68,3.0,0.65,3.0,0.82,3.0,0.93,3.0,4.1,3.0,5.25,3.0,4.13,3.0,177.04,3.0,176.35,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:20:01,0.68,3.0,0.65,3.0,0.82,3.0,0.93,3.0,4.1,3.0,5.25,3.0,4.13,3.0,177.04,3.0,176.35,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:21:01,0.68,3.0,0.65,3.0,0.82,3.0,0.93,3.0,4.1,3.0,5.25,3.0,4.13,3.0,177.04,3.0,176.35,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:22:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:23:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:24:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:25:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:26:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:27:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:28:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:29:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:30:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:31:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:32:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:33:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:34:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:35:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:36:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:37:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:38:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:39:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:40:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:41:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:42:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:43:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:44:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:45:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:46:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:47:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:48:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 10:49:02,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 11:00:01,0.68,4.0,0.65,4.0,0.82,4.0,0.93,4.0,4.1,4.0,5.25,4.0,4.13,4.0,177.04,4.0,176.35,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 12:00:01,0.59,1.0,0.57,1.0,0.72,1.0,0.8,1.0,3.9,1.0,5.6,1.0,4.02,1.0,183.51,1.0,176.76,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 13:00:01,0.54,1.0,0.51,1.0,0.65,1.0,0.94,1.0,3.72,1.0,5.68,1.0,3.96,1.0,167.83,1.0,164.22,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 14:05:01,0.59,1.0,0.55,1.0,0.66,1.0,0.81,1.0,3.95,1.0,5.07,1.0,4.18,1.0,179.74,1.0,173.74,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 15:05:01,0.64,1.0,0.59,1.0,0.72,1.0,0.95,1.0,4.29,1.0,5.53,1.0,4.6,1.0,175.27,1.0,171.6,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 16:05:01,0.56,1.0,0.51,1.0,0.66,1.0,0.79,1.0,3.77,1.0,5.83,1.0,3.66,3.0,173.55,1.0,167.11,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 17:05:01,0.53,1.0,0.49,1.0,0.62,1.0,0.68,1.0,3.89,1.0,6.06,1.0,4.11,1.0,174.33,1.0,175.38,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 18:05:01,0.53,1.0,0.49,1.0,0.64,1.0,0.92,1.0,3.16,1.0,5.69,1.0,3.59,1.0,180.06,1.0,174.91,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 19:05:01,0.67,1.0,0.6,1.0,0.73,1.0,0.91,1.0,3.48,1.0,5.97,1.0,3.82,1.0,174.71,1.0,168.22,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 20:05:02,0.69,1.0,0.62,1.0,0.78,1.0,0.92,1.0,3.17,1.0,5.47,1.0,3.58,1.0,176.54,1.0,165.56,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 21:05:01,0.65,1.0,0.59,1.0,0.76,1.0,0.94,1.0,3.27,1.0,6.39,1.0,3.41,1.0,178.2,1.0,157.5,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 22:05:01,0.73,1.0,0.69,1.0,0.84,1.0,1.0,1.0,3.67,1.0,5.65,1.0,4.0,1.0,170.85,1.0,157.03,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-05 23:05:01,0.65,1.0,0.61,1.0,0.78,1.0,1.05,1.0,3.7,1.0,4.85,1.0,3.88,1.0,134.03,1.0,148.2,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 00:05:01,0.63,1.0,0.58,1.0,0.73,1.0,0.96,1.0,3.54,1.0,5.82,1.0,3.83,1.0,171.29,1.0,154.16,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 01:05:01,0.59,1.0,0.56,1.0,0.71,1.0,0.86,1.0,3.33,1.0,4.82,1.0,3.9,1.0,143.59,1.0,149.56,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 02:05:01,0.53,1.0,0.5,1.0,0.64,1.0,0.88,1.0,3.47,1.0,4.33,1.0,3.55,1.0,138.26,1.0,148.71,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 03:05:01,0.54,1.0,0.52,1.0,0.62,1.0,0.76,1.0,3.51,1.0,4.35,1.0,3.81,1.0,134.52,1.0,146.69,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 04:05:01,0.52,1.0,0.49,1.0,0.64,1.0,0.81,1.0,3.58,1.0,5.02,1.0,3.97,1.0,150.32,1.0,147.02,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 05:05:01,0.47,1.0,0.46,1.0,0.58,1.0,0.76,1.0,3.19,1.0,4.4,1.0,3.43,1.0,135.03,1.0,147.25,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 06:05:01,0.48,1.0,0.45,1.0,0.58,1.0,0.82,1.0,2.99,1.0,4.46,1.0,3.18,1.0,142.37,1.0,152.2,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 07:05:01,0.5,1.0,0.48,1.0,0.62,1.0,0.81,1.0,3.52,1.0,4.27,1.0,3.78,1.0,140.16,1.0,144.66,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 08:05:01,0.5,1.0,0.47,1.0,0.57,1.0,0.65,1.0,3.39,1.0,4.88,1.0,3.62,1.0,165.99,1.0,158.12,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 09:05:01,0.5,1.0,0.47,1.0,0.57,1.0,0.65,1.0,3.39,1.0,4.88,1.0,3.62,1.0,165.99,1.0,158.12,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 10:05:01,0.5,1.0,0.47,1.0,0.57,1.0,0.65,1.0,3.39,1.0,4.88,1.0,3.62,1.0,165.99,1.0,158.12,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 11:05:01,0.5,3.0,0.47,1.0,0.57,1.0,0.65,1.0,3.39,1.0,4.88,1.0,3.62,1.0,165.99,1.0,158.12,1.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 12:05:01,0.5,3.0,0.47,3.0,0.57,3.0,0.65,3.0,3.39,3.0,4.88,3.0,3.62,3.0,165.99,3.0,158.12,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 13:05:01,0.5,3.0,0.47,3.0,0.57,3.0,0.65,3.0,3.39,3.0,4.88,3.0,3.62,3.0,165.99,3.0,158.12,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 14:05:02,0.5,3.0,0.47,3.0,0.57,3.0,0.65,3.0,3.39,3.0,4.88,3.0,3.62,3.0,165.99,3.0,158.12,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 15:05:01,0.5,4.0,0.47,3.0,0.57,3.0,0.65,3.0,3.39,3.0,4.88,3.0,3.62,3.0,165.99,3.0,158.12,3.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 16:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 17:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 18:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 19:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 20:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 21:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 22:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-06 23:05:02,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 00:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 01:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 02:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 03:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 04:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 05:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 06:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 07:05:02,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 08:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 09:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 10:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 11:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 12:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 13:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 14:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 15:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 16:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 17:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 18:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 19:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 20:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 21:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 22:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-07 23:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 00:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 01:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 02:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 03:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 04:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 05:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 06:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 07:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 08:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 09:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 10:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 11:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 12:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 13:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 14:05:02,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 15:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 16:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 17:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 18:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 19:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 20:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 21:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 22:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-08 23:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 00:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 01:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 02:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 03:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 04:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 05:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 06:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 07:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 08:05:01,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
2018-04-09 09:01:59,0.5,4.0,0.47,4.0,0.57,4.0,0.65,4.0,3.39,4.0,4.88,4.0,3.62,4.0,165.99,4.0,158.12,4.0,1.0,2.0,7.0,7.0,7.0
